tweet,happy_score,angry_score,surprise_score,sad_score,fear_score
in bed rewatching twd 🧟‍♂️ with my love ❤️ &amp; a cuppa in my awesome new mug 🌈 lockdown uklockdown thewalkingdead twd cuppa tea rainbow mug rainbowmug bf boyfriend soulmate couple couplegoals…,0.5,0.0,0.5,0.0,0.0
just another day to some 😆 it's a dogs life 🐕 sam getting the rest in dogsoftwitter dogsofinstagram spaniel uklockdown coronalockdown home dogslife stayathomeandstaysafe,0.33,0.0,0.0,0.33,0.33
carnivorous is an anagram of coronavirus - that is one freaky coincidence might this be where we end up as a result of weeks more of supermarket shortages plus uklockdown 😱😉🤣,0.0,1.0,0.0,0.0,0.0
any truth in this covid19 askskynews borisjohnson uklockdown,0.0,0.0,0.0,0.0,0.0
coronavirus uk lockdown diaries – week one on,0.0,0.0,0.0,0.0,0.0
warzone sunday - covid-19 charity fundraiser - i'm back twitchtv twitchaffiliate charity powerback uklockdown,1.0,0.0,0.0,0.0,0.0
uk lockdown it’s a mood,0.0,0.0,0.0,1.0,0.0
i’ve got a few copies of vol1 of my travelogue series which i thought i would give away for free just dm me your address and i will pop a copy in the post first come first served streetphotography photobooks stayinside uklockdown,0.12,0.12,0.38,0.0,0.38
please can we do our best to keep it this way coronalockdown coronavirus climateemergency coronavirus uk lockdown causes big drop in air pollution,0.0,0.0,0.33,0.33,0.33
dear brainless karaoke people - i wonder how many of the 207 coronavirus deaths most recently recorded could have been avoided if you were mature and responsible citizens or those tomorrow police break up 'massive' karaoke party during uk lockdown,0.0,0.0,0.6,0.0,0.4
when i signed up to be a customer advisor i did not sign up to be out there working in a highly contagious environment im not breaking any contractual obligation by not coming in do i not have any rights can someone please help me uklockdown lockdown,0.0,0.0,0.3,0.2,0.5
the government has specified that it is okay to visit and tend your allotment during uk lockdown so here are some tips on how to make the most of your growing space gyo growyourown sundaymotivation,0.0,0.0,0.0,1.0,0.0
also they couldn't hold it now even if they wanted to because of the uk lockdown guidelines lol,0.0,0.0,0.0,0.0,0.0
meet chipper he's got a new chipper club to entertain and inspire kids stuck at home uklockdown therewithyou inthistogether,0.67,0.0,0.0,0.17,0.17
🤣🤣🤣 oh mark we could have such a long discourse on this to perpetuity aus lockdown 22nd march uk lockdown 23 march aus tested 30k uk 110k tested going on a ratio aus could potentially have 4x their numbers so 3800x4 nearly 16000 cases will just wait and see 👊🙏🙏,0.0,0.0,0.25,0.0,0.75
drop the ball the british public drop the ball dropped the ball weeks ago and has been dropping bollocks ever since stumbling blindly with inept policies costing the lives of thousands democide uklockdown covid19,0.0,0.0,0.5,0.25,0.25
started the weekend with a bang 💥🏃🏾‍♀️ &amp; then back indoors i went ukrunchat uklockdown stayactivestaysafe stayathomeandstaysafe,0.0,0.0,0.0,0.0,1.0
uk lockdown day 5 morning walk @ walton-on-the-naze,1.0,0.0,0.0,0.0,0.0
we are very proud of the efforts has gone to in the fight against covid19 in the uklockdown here's a photo of an incoming storm taken by on her latest exped in the indian ocean as a change of pace 🏝️🧭,0.17,0.0,0.33,0.33,0.17
stayhomesavelives staysafe check below⬇️ of our newest recommendation what to do during the period of coronavirus we fight the virus together are relx always cares about your physical &amp; mental health uklockdown coronaviruslockdownuk,0.0,0.0,0.0,1.0,0.0
soccer fans should forget about because uk 🇬🇧 prime minister boris is planning to extend the uklockdown to 2 or 3 months,0.0,0.5,0.0,0.0,0.5
stay safe stay home 🙏 coronaalert corona coronaviruslockdown coronavirustruth usacoronavirus uklockdown indiafightscorona chinesevirus safe stayathome,0.0,0.67,0.0,0.33,0.0
our flat complex has a nursery one of our residents has a green thumb and so we've pulled together during uklockdown to start growing herbs veggies &amp; maybe a few flowers 🌸 sharetheload stayhomesavelives,0.0,0.0,0.0,0.5,0.5
was at work other day having break at manchester victoria (train driver keyworker)and this was on sunday afternoon it's good people are staying away uklockdown civid19,0.33,0.33,0.17,0.0,0.17
can you get roast dinners in belarus i might be going away for a few months belarus roastdinner uklockdown,0.0,0.67,0.0,0.0,0.33
getting back out and about after uk lockdown,0.0,0.0,0.0,0.0,0.0
it's the news you shits uklockdown coronavirus news covid_19 sonicthehedgehoghatsforever,0.0,0.0,1.0,0.0,0.0
yo dude can i hook you up uklockdown mcdonaldsuk,0.0,0.0,0.0,0.0,0.0
knuckled down to editing my forthcoming doc 63% there :)) ate houmous ate nuts drank tea played music did gym (@ home) treated homeless fella uklockdown lockdownuk 🍿,0.0,0.0,0.2,0.2,0.6
daily excercise ration done 2 5 miles in 45 mins fortunate enough to live in a place where this is easy to achieve in beautiful surroundings 😎 excercise lockdown uklockdown southdowns southdownsway…,0.67,0.0,0.0,0.0,0.33
yewwinfo coronavirus uk lockdown causes big drop in air pollution | environment | the guardian see more,0.0,0.0,0.0,0.0,1.0
bristol woman finds hilarious solution to being separated from her nhs hero boyfriend during uklockdown,0.5,0.0,0.0,0.0,0.5
cracking scenery whilst on my first phys session earlier🌅 moraycoast northernscotland uklockdown,0.0,0.0,1.0,0.0,0.0
what everyone needs during isolation uklockdown,0.0,0.0,0.0,1.0,0.0
👑duchess of cornwall highlights the silent timorous victims of 🤛domestic violence🤜 endure their tormentors violence escalation during this challenging period domesticviolence isolationlife coronalockdownindia covid19 covid19uk uklockdown,0.0,0.0,0.0,0.0,1.0
as the uk adapts to living in a closed home world it’s lovely to see an ever blossoming sibling relationship as my two become each other’s sole playmate my daughter: ‘what i really appreciate about my brother is that he’s always so friendly’ uklockdown positivenews hugs,0.4,0.0,0.3,0.2,0.1
well this was the scene on blackpool promenade &amp; beach this evening as the sun went down not many people about &amp; most now stayingathome due to uklockdown it's a shame but the crowds will come back,0.0,0.0,0.0,0.0,1.0
you could make a worse use of your time during the coronaviruslockdown than get your hands on the keys to understanding society with this free course (sorry if that sounds like an ad ): r4today uklockdown,0.2,0.0,0.0,0.8,0.0
step by step of some drawing of st francis folly during uk lockdown hope you like :) laracroft tombraider clipstudiopaint susieillustrations,0.0,0.0,0.0,0.33,0.67
||covid-19 uk update 🇬🇧|| ~we are warned the uk lockdown could ‘last until june’ covid_19 covidー19 covid19 covid2019 coronaupdate coronalockdownuk coronalessons stayathomeandstaysafe stayhome borisjohnson boris corona,0.0,0.0,0.0,0.0,1.0
cookie saturdays stayathomesavelives uklockdown cheflife f&amp;kcorona,0.0,0.0,0.0,0.0,0.0
uklockdown day 6 sorted out our memojis the afternoon has flown by,1.0,0.0,0.0,0.0,0.0
feeling a bit trapped at the mo and it sucks uklockdown,0.0,0.0,1.0,0.0,0.0
13 year old ismail muhammad abdulwahab from brixton left this world because of covid19 coronavirus covidー19 uklockdown worldhealthorganization coviduk,0.0,0.0,0.0,0.0,0.0
mr brain hurts with how much i have read today about alchemy resting amwriting alchemy fantasy don't mind me just casually buildingaworld creativity uklockdown,0.0,0.5,0.0,0.5,0.0
day 9 of uklockdown is anyone feeling it now remember stayathome staysafe and try and relax you never confirmed your score for crowd city take care everyone ✌️✌️✌️,0.25,0.25,0.0,0.0,0.5
competition: design competition launched for young product designers 👉 uklockdown glosbiz,0.0,0.0,1.0,0.0,0.0
it's odd starting a new job in the midst of covid19 uklockdown as i'll be working remotely for the foreseeable future but i am impressed with 's hr and comms teams they've eased the stress of starting a new job at this crazy time and are doing a great job 👏👏👏,0.25,0.0,0.0,0.0,0.75
so thrilled to see my own son’s reaction to his brilliant teacher mr g’s from audio comment on his egyptian mashcam work in homeschool uklockdown stayathomeandstaysafe,0.33,0.0,0.33,0.0,0.33
coronavirus and house prices: what to expect during and after uk lockdown,1.0,0.0,0.0,0.0,0.0
social distancing no spend ideas for families stuck at home in isolation - mummy &amp; moose stayathomesaveslives uklockdown activities  coronaviruslockdown isolation games,0.0,0.0,0.17,0.5,0.33
coronavirus uk lockdown update: britain’s woman picks unique approach to covid-19 social distancing | the woman imprisoned herself in a plastic balloon reached the supermarket and shopped with the help of an assistant,0.0,0.0,0.5,0.0,0.5
very poignant show recorded just as uk lockdown was occurring top chats to about the survival of the live music scene during these times worth a listen to break the monotony of cabin fever🔊😷,0.0,0.0,0.67,0.0,0.33
when is the coronavirus crisis and the uk lockdown going to be over,0.0,0.0,0.0,0.0,1.0
uk lockdown restrictions must not be relaxed says gove despite signs showing 'plateau' in new cases gove sanguine about construction work though bizarre 🇬🇧😷uklockdown michaelgove,0.0,0.14,0.14,0.14,0.57
in case you missed it - phonics play is currently free to help you teach and help entertain your younger kids while they're at home: download and enjoy phonics phonicsplay homelearning schoolsclosureuk uklockdown quarantinelife homeschoolinguk,0.33,0.0,0.22,0.33,0.11
concerns have been raised that uk lockdown restrictions during the coronavirus outbreak could be “disastrous” for the brewing industry in scotland,0.0,0.0,0.0,1.0,0.0
uk lockdown day 9: i’m a virgin again,1.0,0.0,0.0,0.0,0.0
you are an example to the rest of the world love how you are leading our country and putting us your people first❤ uklockdown,0.5,0.0,0.0,0.5,0.0
somehow i don't think 11 would survive uk lockdown theultimateginger,0.0,0.0,0.0,0.5,0.5
well one thing to come out of uklockdown is i've learnt what total bell ends my new neighbours are not a sound all day but yeah start your diy at 10:30pm or have a mini rave while our 18 month old is sleeping,0.25,0.0,0.25,0.25,0.25
two muslim medical staff at a uk hospital perform the funeral prayer (janaza) over a fellow muslim doctor dr amged el-hawrany who died from exposure to covid-19 due to the pandemic his colleagues worried that no one else would be able to give him a funeral prayer uklockdown,0.0,0.0,0.0,0.14,0.86
uk lockdown is hindering race to make ventilators,0.0,0.0,0.0,0.5,0.5
goodmorning 🤚🏻😷 anitwtselfieday alterphilippines altermanila corona covid_19 kuwait italy spain germany argentina uklockdown الكويت السعودية الأردن عمان قطر البحرين الامارات مصر كورونا,0.0,0.0,0.0,0.0,0.0
uk police now setting up roadblocks to beatthevirus you can only visit your local park or risk a £60 fine londonlockdown uklockdown,0.33,0.0,0.0,0.0,0.67
is it just me or allowing only 3 people into tesco/sainsbury’s in jesmond just gonna make people panic buy more covid19 coronalockdown uklockdown,0.0,0.0,0.0,0.5,0.5
we’ve currently got 2 x small 1 x medium &amp; 2 x xl left in stock other sizes can be ordered for delivery after uklockdown,0.0,0.0,0.0,0.0,1.0
uk lockdown extended to june ezigbo rehearsals,0.0,0.0,0.0,0.0,0.0
thank you our nhs heroes ⭐️💪😊 stay safe stay strong nhs uklockdown uk clapforourcarers stayhome coronaviruspandemic,0.33,0.67,0.0,0.0,0.0
what does your ‘work from home’ station look like the technology we use means can work remotely and collaboratively from anywhere so we're keeping our clients’ projects running while being sure to stayathome coronavirus covid19 uklockdown inthistogether,0.0,0.0,0.0,0.25,0.75
have you noticed changes to wildlife due to the uk lockdown,0.0,0.0,0.0,0.0,1.0
5g is being installed during uk lockdown,0.0,0.0,0.0,0.0,0.0
you are not allowed out uklockdown,0.0,0.0,0.0,0.0,0.0
sorry thought you were in uk lockdown can be good as long as it is voluntary and not mandated some enforcement is necessary it's in our nature to resist and be skeptical but better safe than get the kungfu virus especially older folks and those that are ill,0.14,0.0,0.43,0.14,0.29
uk prime minister boris johnson tests positive for coronavirus via borisjohnson ukcoronavirus uklockdown coronavirusindia coronafighters,0.0,0.0,0.0,0.0,1.0
very grateful right now to live in a lovely part of the country ✌🏻 uk uklockdown ribblevalley lockdown outdoors fitness health walking dailyexercise longridge lancashire coronalockdown coronavirus covid19,0.67,0.0,0.0,0.0,0.33
i’m getting more bizarre in uklockdown i wait for it to get cold or rainy (don’t have to wait very long in wales💦💧☔️) then i take my walk cos i know it’ll be quiet on the roads yesterday was my first walk since being in lockdown stayathome,0.0,0.0,0.67,0.17,0.17
shooting straight: guns gays god and george clooney -piers morgan piersmorgan piers georgeclooney guns gays god shooting straight book reading books quarantinelife isolation uklockdownnow uk lockdown lockdownuk british britishpeople,0.4,0.0,0.4,0.2,0.0
if you are looking for something to watch on netflix i recommend watching extras with ricky gervais it's a good laugh and because it was made in the early 2000's political correctness is not included 😆 coronalockdown isolationlife selfisolating uklockdown,0.25,0.0,0.5,0.25,0.0
felt super smug when my family launched into a spontaneous singalong of london's burning from our various work/lego stations around the house until i realised the kids were singing 'london's burping london's burping fart fa fart fa homeschool going v well uklockdown,0.2,0.0,0.2,0.4,0.2
day 7 of isolation uklockdown,0.5,0.0,0.0,0.5,0.0
there was never a time when twitter was more important covid_19 uklockdown,0.5,0.0,0.0,0.5,0.0
that glimpse of denny’s dad the lovely nigel harman on has cheered uklockdown right up,0.67,0.0,0.0,0.0,0.33
starting day seven of uklockdown and i have to say - best monday-morning-after-clock-change ever not feeling like i'm getting up at 5:30 am was fantastic,0.33,0.0,0.5,0.17,0.0
who thinks the uk needs to go on full lockdown covid19uk borisjohnson uklockdown,0.0,0.0,1.0,0.0,0.0
maybe a change to the business model the ican 705 starter kit to include carrots potatoes and peas the yaedig 817 qrp packs a small punch for that concise garden hamradio uklockdown,0.0,0.0,0.0,0.0,1.0
exercise for the day done steady 10 miles on what is another gorgeous day in bonnie glasgow 🏴󠁧󠁢󠁳󠁣󠁴󠁿 sundaymotivation running socialdistancing ukrunchat uklockdown,0.75,0.0,0.0,0.25,0.0
tnx we will add this our diary policingthecoronastate monitoring the enforcement of the uk lockdown keep sending us examples please joint &amp; project,0.0,0.0,0.0,0.67,0.33
twitter i made a video i’ve managed to cut half my head off and sometimes am not filming what i’m talking about but i hope i’ve put together some useful tips on what makes a good wildlife pond cos you’re all digging ponds during uklockdown right,0.1,0.0,0.0,0.5,0.4
new blog post: world in lockdown ▪️▪️▪️my musings as we hit the second week of this pandemic writerslife blog newpost uklockdown covid19 blogger writer,0.0,0.5,0.5,0.0,0.0
it's a dreary grey day but the blossom is out and big bright colourful rainbows are chalked on pavements everywhere reasonstobecheerful 🌸🌈🌸🌈🌸🌈🌸🌈🌸🌈🌸 covid_19 uklockdown sheffield sheffieldissuper,0.5,0.0,0.0,0.5,0.0
stay safe protect yourself and your family help to protect the nhs by staying home stayhome protectnhs pandemic covıd19 coventry westmidlands theimperfectjuggler_coventry uk lockdown @ coventry …,0.29,0.29,0.29,0.14,0.0
exercise with mo wix bored uklockdown dontsueme fuckit,0.0,0.0,0.0,1.0,0.0
to do with ethics - so the most relevant education courage ukcoronavirus uklockdown covid19,0.0,0.0,0.0,0.0,1.0
sadly the lgbt psychology conference in lisbon ( where i and some of my colleagues were going to speak has been put back to june 2021 it's the best decision of course uklockdown conference covid19,0.0,0.0,0.2,0.2,0.6
“ready for my lesson mummy ” 😂😂 she wanted to dress herself for her homeschoolinguk today uklockdown,1.0,0.0,0.0,0.0,0.0
can you confirm you will still deliver on orders made prior to the uk lockdown i haven't had any response to my emails for a £1400 order on 1st february you are still taking orders now but can't respond or honour on existing orders,0.0,0.0,0.25,0.5,0.25
day 4 of uk lockdown and me and my mam let our dogs facetime each other 😂,0.5,0.0,0.0,0.5,0.0
ambulance has just arrived for a house 4 down from us too close for comfort covid19 uklockdown isolation manchester,0.33,0.0,0.0,0.67,0.0
pretty much how i'm spending my evenings nowadays whodathunk theomegaman would be perfect training for socialdistancing and selfisolation charltonheston lastmanonearth iamlegend richardmatheson uklockdown coronavirus,0.33,0.0,0.0,0.33,0.33
'coronavirus cough attacks' could land offenders in jail for up to two years - top prosecutor says coronavirusuk uklockdown,0.0,0.0,0.67,0.0,0.33
in relation to what’s happening right now in the country clocksgoforward saturdaymorning coronalockdown uklockdown,0.0,0.0,0.0,0.0,1.0
seriously how long do you think we'll be on lockdown uklockdown covid19uk covid_19,0.0,0.0,0.5,0.0,0.5
we wish you a safe and healthy start into the new week sending you some monday positivity trumpf uklockdownnow engineering manufacturing fabrication metalworking engineeringuk ukmanufacturing uklockdown covid_19,0.0,0.0,0.0,0.0,1.0
i got cabin fever and it’s only day 7 uklockdown,1.0,0.0,0.0,0.0,0.0
aoe2 has been my isolation game since the uk lockdown so much achievements to be done on it will pass the time perfectly love a good 6x monk 54 skirmisher/cavalry archer combo for most missions,0.67,0.0,0.0,0.33,0.0
earthhourxhgl earthhour2020 are you participating in earthhour this year there's no better time than the present to take part covid19 uklockdown check out our ideas to spend your time in the earth hour switch off 🌎😊🔦,0.0,0.0,1.0,0.0,0.0
there is sadly an increase in serious domesticviolence incidents in greater manchester due to the current covid19 uk lockdown and isolation policy zoe worthington familylaw solicitor provides guidance on where and how to find assistance:,0.0,0.0,0.0,0.5,0.5
dear dear could you please float the idea of tax or nic relief for keyworkers who are putting their life at the line to provide to the nation at this time of uncertainty uklockdown covid19out clapforourcarers clapfornhs,0.0,0.0,0.25,0.25,0.5
a free poster to print off colour and display to show your support for our amazing nhs share the nhs love ❤️ nhs coronaupdate coronavirus stayhomesavelives stayathome stayathomeandstaysafe inthistogether illustration uklockdown,0.5,0.25,0.25,0.0,0.0
everywhere seems to be sold out of ps4 bundles near milton keynes 🙄🤪 uklockdown covid_19,0.0,0.0,0.0,0.5,0.5
day whatever of the uklockdown and i’ve started dreaming i’m eating at nando’s uh oh,0.5,0.0,0.0,0.0,0.5
guardianeco: coronavirus uk lockdown causes big drop in air pollution,0.0,0.0,0.0,0.0,1.0
so many retailers all of a sudden have a sale on well the pub ain't getting my money so may as well spend it somewhere uklockdown,0.0,0.0,0.33,0.33,0.33
coming up on gp fundraising for ppe for nhs frontliners restaurant owner delivers food to nhs staff via crowdfunding think it's tough in uk lockdown from leamington spa tells us about life in spain under strict curfew,0.0,0.0,0.4,0.2,0.4
i am sooo bored thelockdown uklockdown needbroadband covid19 depression,0.0,0.0,0.0,1.0,0.0
why was borisjohnson and chriswhittey tested thought we had to use these for the elderly and vulnerable in line with their own stupid measures if you feel sick you dont get tested and just remain at home doublestandards anyone coronalockdown covid19 uklockdown,0.0,0.0,0.2,0.6,0.2
just sent the twins back down to t'asda because they forgot the milk what a performance uklockdown covid_19,0.0,0.5,0.0,0.0,0.5
day 5 of the uk lockdown; i decided to write a book today but it turns out i am unbelievably boring and have literally 0 ideas i've instead been writing out the entire of harry potter replacing the titular characters name with hairy twotter ny best seller here i come,0.09,0.0,0.18,0.09,0.64
lockdown really made me see how for granted i took everything i did on a daily basis such as seeing mates and going to the gym and being able to go out i miss it uklockdown,0.0,0.0,0.33,0.5,0.17
since the uklockdown i havent seen much news becuase i decided to purchase disneyplus my tv is now under full control by my 3 year old with mickeymouse clubhouse on continually “hot dog hot dog hot diggly dog” 😂🤣😂🤣😂🤣,0.0,0.0,0.0,0.5,0.5
my neighbour has gone out 3 times today should i call the po-po 👮🏼🚓👮🏻‍♂️ getbackinside uklockdown,0.0,0.0,0.0,0.0,1.0
coronavirus: nhs staff first to receive 'antigen testing' for covid-19 covid_19 covidー19 uklockdown nhsstaff doctos nurses inthistogether selfisolate nhs,0.0,0.0,1.0,0.0,0.0
did you read the article you linked it actually says at the end that it will be lower in the uk because of the uk lockdown according to your source new data suggests that it is easier to transmit,0.0,0.0,1.0,0.0,0.0
who provides the best lyrics 🐐 dave santandave avelino ukrap uklockdown ukog rapper lyricthewoyway uk artist mondaymorning stayhome,0.0,0.0,1.0,0.0,0.0
lordsprayer against covid19 coronavirus uklockdown faith,0.0,0.0,1.0,0.0,0.0
and if you don't want the uklockdown to last up to 6 months stayathome,0.0,1.0,0.0,0.0,0.0
the most read coronavirus bingo game: 10/10 uklockdown coronavirusuk coronavirus,0.0,0.0,1.0,0.0,0.0
refugees to the rescue germany taps migrant medics to battle virus [amp] | bigdata healthcare german covid19 linux covid19usa covid19india covid19uk canada covid19france covid19italy usa indialockdown china iran uklockdown,0.0,1.0,0.0,0.0,0.0
sky news: coronavirus: world's oldest man's 112th birthday celebrations cancelled during uk lockdown via,0.0,0.0,0.0,0.0,0.0
it’s times like this during the uklockdown when i fully regret not renting somewhere with a garden or a balcony,0.0,0.0,1.0,0.0,0.0
two stories today what's the connection 'jeff bezos sold $3 4bn of amazon stock just before covid-19 collapse' 'families borrowing to buy food a week into uk lockdown' capitalism profit before people everytime all the time especially now wearetheherd,0.0,0.0,0.0,0.33,0.67
while death toll rises across the world you're still pushing these chinese garbadge i expected a little bit more sympathy and thoughtfulness from you chinesevirus19 chinaliedpeopledied uklockdown,0.25,0.0,0.0,0.25,0.5
now i'm the one posting my aesthetic work from home desk pod uklockdown,0.33,0.0,0.0,0.33,0.33
if anyone on the planet hasn't seen pewithjoe on uklockdown do superb exercise &amp; relaxation choices for 20isplentyin2020 add to all social media posts re exercise or relaxation choices to join recg by moverslist 💙ben benwimbushscord,0.11,0.22,0.0,0.33,0.33
what to bake next cupcakes biscuits or muffins homebaking uklockdown,0.0,0.0,0.0,0.0,0.0
this is from the car park in merton (colliers wood sw19) people throwing used gloves on the ground how about you install a few bins near the doors with a big sign put your used covid19 gloves in here and a few ☢☣☢⚠️ for a good measure coronavirus uklockdown,0.2,0.0,0.0,0.2,0.6
in this uk lockdown we took out a sub it also has :) watching the king cobra documentary right now,0.0,0.0,0.67,0.0,0.33
rise in depression and anxiety day after uk lockdown announced – study | world news | the guardian,0.5,0.0,0.0,0.5,0.0
looking forward to the end of uklockdown already,0.0,0.0,0.0,0.0,0.0
nothing says a middle aged friday night like red wine and fortnite uklockdown,0.0,0.67,0.33,0.0,0.0
uklockdown these police don't mess about😯 stay in,0.0,1.0,0.0,0.0,0.0
having a listening night in uk lockdown fab - much needed,0.0,0.0,0.0,0.0,0.0
people seeing friends and family that don’t live with them are playing a risky game uklockdown,0.25,0.0,0.25,0.0,0.5
uklockdown day 4: today was a bit of a 'nothing' day felt sensitive all day suddenly a bit overwhelmed by eveything but i think that's okay as it's really an alien situation that we're all in 👽 so here's a vid my mum sent me that i hope will make you giggle too 😊,0.25,0.0,0.25,0.17,0.33
it’s friday that means drinks styleee uklockdown blitzspirit hatsoff to the beanteam stayhomesavelives,0.0,0.0,0.0,0.0,0.0
decided to write a daily blog on my experiences of lock-down - check out the first one jimthemagician magicjim beyondbeliefmagic magicbeyondbelief beyondbelief coronavirus coronavirusuk covid19 covid19uk coronavirusblog lockdownblog uklockdown,0.0,0.0,0.5,0.0,0.5
even though it’s still early days in the uk lockdown period i get the sense the people in business are starting to apply a sense of normality this week,0.33,0.0,0.0,0.33,0.33
good to see my street join in the clap for the nhs clapfornhs coronavirus uklockdown covid2019,0.33,0.0,0.0,0.67,0.0
**pet parent advice:covid-19** so what exactly are you allowed to do with your pets during covid-19 read our article '10 tips for pet parents during lockdown' latest news: covid19 selfisolation uklockdown pets pethealth,0.0,0.4,0.0,0.2,0.4
uk lockdown going great,0.5,0.0,0.0,0.0,0.5
rt from tegmagazine the government has specified that it is okay to visit and tend your allotment during uk lockdown so here are some tips on how to make the most of your growing space gyo growyourown allotment th…,0.0,0.0,0.0,1.0,0.0
as you read this tweet it is a total of 11 658 cases and 578 deaths in uk uklockdown covid2019,0.0,0.0,0.0,0.0,1.0
not happening uk lockdown will still be on august imo,0.0,0.0,0.0,0.0,0.0
clap for our carers founder urges uk to join in every thursday of coronavirus uk lockdown | uk | news |,0.5,0.0,0.0,0.5,0.0
new vlog on my youtube channel 'safety rex || uk lockdown day 4' vlogger vlogging uk youtuber funny smallyoutuber smallyoutuberarmy smallyoutubers smallyoutubercommunity,0.5,0.0,0.5,0.0,0.0
all part of the plan to turn the tide against islam who keeps defying uk lockdown on religious grounds build the narrative,0.0,0.0,0.5,0.0,0.5
i've been for a (solitary) walk this evening heartbreaking to see how the uklockdown is impacting children 💔,0.0,1.0,0.0,0.0,0.0
what ever will i do with all this free time i've been gifted by uklockdown,0.5,0.0,0.5,0.0,0.0
the girls had a good chat but decided there was nothing they could do about social distancing uklockdown coronavirus,0.25,0.0,0.25,0.0,0.5
applauding the nhs staff bravely battling to stop the spread of corona virus they are all doing an incredible job and we’d be buggered without them 💕💕 clapforourcarers coronaviruslockdown uklockdown,0.0,0.0,0.33,0.0,0.67
when i was working i was told to make friends so i did day into uklockdown i might make more lol cos i have to practice groups for my dbt referral after all this is over,0.25,0.12,0.12,0.38,0.12
bravo to all households 🏘🏘🏘 including theatre in their uklockdown homeschooling 🎭 we applaud you 👏 communicatingthearts 🎶 theartsmatter 🎶 theatrefamily,0.0,0.0,1.0,0.0,0.0
uklockdown coronavirus live: boris johnson tests positive for covid-19,0.0,0.0,0.0,0.0,0.0
working hard making making cotton face masks for nhs and healthcare workers getmaking diyfacemask uklockdown stayhomesavelives,0.0,0.2,0.0,0.6,0.2
i very nearly didn't make it to conversationclub this morning but i'm really glad i did some great ideas on keeping creative want to join the next one wednesday at 8 30: themarketingmeetup uklockdown,0.5,0.0,0.25,0.25,0.0
week 2 of shed schooling glad to have a space away from the house to separate school and i know it’s a privilege a huge one stay safe everyone coronadiaries uklockdown homeschool,0.33,0.67,0.0,0.0,0.0
fuck me i can't wait for the bread round of bake off after the uklockdown is over,0.5,0.5,0.0,0.0,0.0
‘what do you mean all nature reserves with so much space and air and nice things are shut but the local park with another 67 dogs and 85 people isn’t ’ - macie uklockdown coronalockdownuk,0.17,0.17,0.17,0.0,0.5
show your 💙 for all of the nhs and key workers at 8pm tonight 👏👏 👏clapforourcarers 📷 mark carmichael feature selected by regan from igerscoventry stayhomesavelives protectthenhs uklockdown creativecommunity covhour,0.0,0.0,0.0,1.0,0.0
maybe accessing our inner misanthrope could help us with the uklockdown @ sir walter raleigh,0.0,0.0,1.0,0.0,0.0
ready for my and jamesoncarter deliveries tomorrow newofficewear workingfromhomelife workfromhome uklockdown fitness workoutathome,1.0,0.0,0.0,0.0,0.0
stayathome by order of the peaky fookin’ blinders uklockdown,0.0,0.0,0.0,0.0,0.0
time to order some plants huge fan of small specialist plant nurseries - almost all of the plants in my garden come from these (the ones that aren't self-sown obviously) gardening is one way i'll keep fit (and sane) during uklockdown,0.5,0.0,0.0,0.0,0.5
i got a feeling the london and the uk lockdown is going to last for quite few months this year,0.0,0.0,0.0,0.0,1.0
27 march (uk lockdown day 6) alfie (retired guide dog &amp; local celebrity) thought he was the guest on desert island discs favourite song “what’s it all about alfie ” luxury red ball book “a puppy called dez” desertislanddiscs covid_19 dbti alfie,0.4,0.2,0.4,0.0,0.0
sat reminiscing about storm season with an air of nostalgia coronalockdown uklockdown,0.0,0.0,0.0,1.0,0.0
rt : rt : thank you to our chancellor of exchequer rishi sunak we’re avoiding few tragedies for certain covid2019 business selfemployed franchisenation uklockdown bforb,0.0,0.0,0.0,0.0,1.0
nottingham in march 2020 socialdistancing uklockdown lockdownuknow coronacrisisuk,0.0,0.0,0.0,0.0,0.0
yorkshire police setting up random vehicle stopping points to ask where occupants are going “naa then where’s tha’ going fettler” uk lockdown,0.0,0.0,0.2,0.0,0.8
bbm tone x tonto coda - reloaded music lockdown stayathomeandstaysafe illustration houstonlockdown uklockdown coloradoshutdown newjerseylockdown allinseattle portugal detroit newyork,0.0,0.0,0.0,0.0,0.0
remembering the days you could go out and meet people whenever you liked covid19 uklockdown,1.0,0.0,0.0,0.0,0.0
new hobby is reading old reviews on supermarket websites of products i can't buy anymore seeing people get equally mad and delighted about tinned tomatoes helps somehow covid19 panicbuy uklockdown,0.25,0.25,0.25,0.25,0.0
it is not just the staff of the stores that are having to work it is the suppliers to these stores that are having to work as well hauliers factories quarries that supply material to the suppliers while you stay open it is 1 big knock on effect uk lockdown is a joke,0.17,0.17,0.17,0.0,0.5
what are you doing with yourself during the uk lockdown askvirgil,0.0,0.0,0.0,0.0,0.0
i’ve just read that the government wage replacement scheme won’t be issuing any money until june which is great when you have weekly rent to pay what’s the odds my boss will pay me as usual and then keep what monies he gets back slimtonone uklockdown covid19,0.5,0.0,0.0,0.0,0.5
has anyone seen any police checks / controls in the last day or so anyone been challenged about their 'movements' uklockdown,0.5,0.0,0.0,0.0,0.5
"nitrogen dioxide: ""the biggest factor is the reduction in road traffic"" - coronavirus uk lockdown causes big drop in air pollution",0.0,0.0,0.5,0.0,0.5
even the fab four have gone into lockdown thebeatles uklockdown,0.0,0.0,0.0,0.0,1.0
